employee_id,full_name,role_raw,city_raw,department_raw,project_raw,is_payroll,employee_status,salary,hire_date,source_language
1460,Richard Alvarez,HR Analyst,NEW YORK,İnsan Kaynakları,,True,TERMINATED,64131.52,2024-08-05,tr
1461,Jacqueline Davis,Hr Analyst,ISTANBUL,Information Technology,,True,Active ,49913.65,2021-04-12,en
1462,Brandon Montgomery,HR ANALYST,MOSCOW,Finance,,True,active,50138.66,2020-09-28,en
1463,Yolanda Garrett,Project Manager,dubai,Eng.,,True,terminated,74714.65,2016-04-06,ru
1464,Matthew Miles,HR Analyst,Istanbul ,Project Management,,True,terminated,64688.11,2024-07-02,en
1465,Beth Hall,TBD,Istanbul,IT,,False,Terminated,64398.58,2024-05-28,tr
1466,Dr. Nicole Trujillo,HR ANALYST,New York,it,,True,terminated,61081.16,2016-02-09,tr
1467,Corey Norris,civil Engineer,istanbul,Fin.,,True,Active ,89622.01,2015-11-17,ru
1468,Chad Roach,CIVIL ENGINEER,new york,ENG,,True,Active,59315.29,2019-04-17,tr
1469,Mr. Edward Terry,civil Engineer,London,project management,,True,Active,72946.03,2023-09-26,en
1470,Cody Bailey,Software eng.,Moskva ,,,True,active,77778.6,2020-05-02,tr
1471,Denise Guerra,Software Engineer,,Human Resources,,True,ACTIVE,101600.58,2017-02-15,en
1472,Kristen Jones,civil engineer,"Dubai, UAE",engineering,,True,Active ,84729.78,2016-08-06,en
1473,Edward Baker,DATA ANALYST,Moscow,FIN,,True,terminated,58883.58,2020-04-25,en
1474,Aaron Little,software engineer,LONDON,finance,,True,Active,84053.82,2016-08-13,en
1475,Cody Smith,project manager,"Dubai, UAE",human resources,,True,ACTIVE,77095.8,2021-07-17,ru
1476,Patty Allen,software engineer,New York City,project management,,True,Active,105658.14,2019-08-03,en
1477,Mary Ryan,data analyst,"Dubai, UAE",I.T.,,True,ACTIVE,83950.64,2015-06-01,en
1478,Joseph Jimenez,PROJECT MANAGER,Moscow,IT,,True,Active,97024.63,2021-10-20,tr
1479,Lisa Morris,,LONDON,PMO,,True,terminated,61381.08,2020-02-12,ru
1480,Ashley Mills,data analyst,Moskva ,Eng.,,True,active,76689.89,2015-07-26,ru
1481,Russell Anderson,HR ANALYST,berlin,unassigned,,True,ACTIVE,57746.54,2016-04-25,en
1482,Christina Washington,Software Engineer,Berlin ,FIN,,True,active,129861.62,2023-04-30,en
1483,Kenneth Huff,HR Analyst,moscow,Finance,,False,active,58713.59,2019-07-10,ru
1484,Kelly Miles,civil engineer,TBD,İnsan Kaynakları,,True,active,71247.75,2019-04-24,tr
1485,Jacob Obrien,data Analyst,dubai,engineering,,True,Active ,75369.03,2023-04-20,tr
1486,Timothy Clark,ACCOUNTANT,Berlin,Project Management,,True,Terminated,75279.36,2019-10-08,ru
1487,Steve Miller PhD,civil engineer,New York City,Engineering,,True,TERMINATED,72382.48,2019-12-31,en
1488,Justin Hurley,CIVIL ENGINEER,Moskva ,HR,,True,Terminated,85369.18,2017-02-13,tr
1489,Jacob Erickson,HR ANALYST,New York,HR,,True,ACTIVE,45749.28,2017-10-22,ru
1490,Deborah Williams,Software Engineer,BERLIN,PMO,,False,active,73966.63,2022-12-03,tr
1491,Eric Blackburn,Data Analyst,,engineering,,True,TERMINATED,65114.51,2020-08-13,en
1492,Anne Hardy,Software Engineer,LONDON,finance,,True,TERMINATED,91753.08,2020-02-05,en
1493,Chelsey Fox,accountant,moscow,human resources,,False,ACTIVE,53485.86,2022-01-30,ru
1494,Mario White,data Analyst,NEW YORK,HR,,False,active,76056.53,2015-08-09,en
1495,Jennifer Garcia,software engineer,Istanbul ,engineering,,True,active,113466.44,2023-03-30,tr
1496,Heather Ellis,hr analyst,London,Finance,,True,TERMINATED,45288.21,2024-02-20,tr
1497,Sonya Jackson,PROJECT MANAGER,NYC,Project Management,,True,Active,90948.1,2015-04-14,en
1498,James Morgan,CIVIL ENGINEER,Berlin,finance,,True,TERMINATED,80036.86,2016-09-01,ru
1499,Zachary Ramos,civil Engineer,ISTANBUL,Information Technology,,True,TERMINATED,92608.05,2020-02-23,tr
1500,Ethan Frey,Accountant,Istambul,Project Management,,True,TERMINATED,78048.42,2024-08-06,en
1501,Jacob Duran,Software eng.,New York,Information Technology,,True,TERMINATED,95360.3,2017-04-30,ru
1502,Nicholas Franklin,Accountant,Moscow,Project Management,,True,Terminated,53766.62,2015-08-08,ru
1503,Cindy Cannon,Civil Engineer,"Dubai, UAE",project management,,True,ACTIVE,72312.95,2019-01-01,ru
1504,Dawn Nixon,DATA ANALYST,berlin,H.R.,,True,TERMINATED,81824.52,2017-03-12,tr
1505,James Barber,Software Engineer,Berlin,it,,True,Active ,79647.57,2024-09-08,tr
1506,Ms. Kelly Holder,Accountant,N/A,I.T.,,True,Active ,75985.14,2017-01-14,en
1507,Eric Walker,DATA ANALYST,ISTANBUL,finance,,True,Active,56025.77,2020-12-02,ru
1508,Alison Short,civil Engineer,Moskva,project management,,True,active,57499.28,2024-04-14,tr
1509,Desiree Spencer,project manager,Berlin,Human Resources,,True,Active,116839.34,2020-07-26,tr
1510,Tammy Moore,civil engineer,Moskva ,PMO,,True,terminated,92596.27,2015-07-28,tr
1511,Henry Taylor,DATA ANALYST,N/A,İnsan Kaynakları,,True,TERMINATED,67763.05,2018-10-27,en
1512,Kevin Hall,civil Engineer,NEW YORK,Engineering,,True,Active ,55138.52,2023-01-07,en
1513,Anna Ross,software engineer,London,Project Management,,True,Active ,75050.87,2021-08-05,tr
1514,Morgan Cummings,Civil Engineer,LONDON,PMO,,True,Terminated,56612.74,2015-01-29,en
1515,Carrie Petersen,Project Manager,NEW YORK,İnsan Kaynakları,,False,TERMINATED,78485.82,2023-08-12,en
1516,Laura Velez,civil Engineer,Istambul,engineering,,True,Active ,85536.73,2022-06-22,ru
1517,Elizabeth Cross,civil Engineer,MOSCOW,PM,,True,Active,94301.71,2016-08-04,en
1518,Angela Brown,project manager,New York,H.R.,,False,terminated,116387.18,2024-02-14,tr
1519,Hannah Montoya,hr analyst,BERLIN,misc,,True,Active,66381.99,2023-04-14,ru
1520,Sean Kane,hr analyst,Berlin,HR,,True,active,46781.71,2021-03-03,ru
1521,Matthew Guzman,HR ANALYST,DUBAI,project management,,True,ACTIVE,47336.81,2018-02-05,ru
1522,Richard Reyes,ACCOUNTANT,LONDON,Eng.,,True,terminated,57403.46,2016-03-31,en
1523,Andrew Fernandez,project manager,Berlin,PMO,,True,Active,108253.84,2016-09-25,ru
1524,Jonathan Walker,HR Analyst,Dubai,Information Technology,,True,terminated,64669.2,2023-08-27,ru
1525,Nicholas Long,CIVIL ENGINEER,"London, UK",project management,,False,Active ,73427.7,2019-04-23,ru
1526,Kurt Wagner,n/a,"Dubai, UAE",it,,True,active,84948.22,2018-04-29,en
1527,Dylan Foster,Data Analyst,NEW YORK,Fin.,,True,terminated,61046.54,2019-07-08,en
1528,Bradley Duncan,civil Engineer,london,I.T.,,True,Terminated,55411.42,2020-05-12,en
1529,James Miller,data Analyst,dubai,finance,,True,Terminated,67534.71,2020-08-26,ru
1530,Patricia Anderson,PROJECT MANAGER,Berlin,Project Management,,True,TERMINATED,78818.25,2017-11-29,en
1531,Justin Freeman,Software Engineer,New York,it,,False,TERMINATED,123812.36,2023-09-16,en
1532,Christina Gilbert,software engineer,new york,Fin.,,True,TERMINATED,95119.27,2024-07-15,en
1533,Danielle Jones,HR Analyst,Berlin,ENG,,True,terminated,63739.48,2022-12-02,en
1534,Erica Glass,civil engineer,istanbul,Project Management,,True,Terminated,74603.83,2016-11-04,en
1535,Michael Henderson,CIVIL ENGINEER,unknown,I.T.,,True,TERMINATED,77138.36,2021-06-27,en
1536,Frank Wheeler,Civil Engineer,Istanbul ,engineering,,True,TERMINATED,55556.57,2019-06-17,ru
1537,Eric Huerta,accountant,unknown,H.R.,,True,Active ,76611.77,2017-03-05,ru
1538,Wanda Ramos,PROJECT MANAGER,moscow,Human Resources,,True,Active,111756.54,2017-07-05,en
1539,Andrew Meyers,Software eng.,,I.T.,,True,active,127263.68,2015-09-07,en
1540,James Todd,Civil Engineer,NEW YORK,I.T.,,True,Active,61320.15,2016-10-17,tr
1541,Ashley Brown,data analyst,MOSCOW,ENG,,True,TERMINATED,57082.49,2022-03-30,ru
1542,Tammy Melton,project manager,Istambul,,,True,Terminated,101330.09,2018-05-19,en
1543,Alexis Benson,Civil Engineer,"London, UK",Fin.,,True,active,91894.64,2015-07-10,en
1544,Jerry Johnson,hr analyst,Istanbul,FIN,,True,Terminated,67846.74,2017-02-27,en
1545,Joshua Harris,HR ANALYST,istanbul,human resources,,True,active,54355.99,2015-09-01,en
1546,Deanna Webb,PROJECT MANAGER,berlin,FIN,,True,Active,99044.76,2023-10-14,en
1547,Brenda Hale,HR ANALYST,berlin,unassigned,,True,Active ,59802.39,2016-05-16,en
1548,Kevin Alvarado,accountant,NYC,human resources,,True,Terminated,61784.65,2015-08-20,en
1549,Christopher Campbell,hr analyst,istanbul,PMO,,True,Terminated,54292.38,2021-09-04,ru
1550,Lisa Brown,SW Engineer,Dubai,it,,True,Active,94012.01,2023-02-07,ru
1551,Alejandra Price,,Istambul,Fin.,,True,Terminated,114864.96,2020-01-12,en
1552,Samuel Keller,DATA ANALYST,Moscow,it,,True,terminated,61686.82,2024-08-23,ru
1553,Alicia Dillon,project manager,New York,Finance,,True,active,75253.37,2019-12-14,ru
1554,Crystal James,Software Engineer,Berlin ,ENG,,True,TERMINATED,120898.02,2022-12-10,ru
1555,Ariana Stewart,accountant,DUBAI,IT,,True,ACTIVE,64493.08,2021-06-11,en
1556,Kim Lopez,project manager,istanbul,Eng.,,True,TERMINATED,78296.46,2019-11-10,ru
1557,Judith House,Data Analyst,Moskva ,FIN,,True,ACTIVE,79871.05,2023-04-18,tr
1558,David Moreno,Data Analyst,New York City,project management,,True,Terminated,85179.22,2023-10-24,tr
1559,James Moore,HR Analyst,london,it,,True,terminated,58332.09,2019-07-20,en
1560,Harold Garrett,HR ANALYST,New York City,Eng.,,False,active,68644.1,2018-03-23,tr
1561,William Mason,civil Engineer,berlin,IT,,True,terminated,72735.36,2024-04-26,ru
1562,Lori Johns,HR Analyst,unknown,Fin.,,True,Active ,61175.4,2023-07-12,en
1563,Robin Johnson,HR Analyst,berlin,ENG,,True,Active,56592.01,2015-01-24,tr
1564,Diana Hernandez,Hr Analyst,MOSCOW,İnsan Kaynakları,,False,TERMINATED,54999.36,2024-04-26,en
1565,Mary Miller,project manager,"London, UK",Eng.,,False,terminated,86278.22,2019-12-27,ru
1566,Tyler Salazar,HR Analyst,dubai,Engineering,,False,terminated,68421.41,2019-11-18,ru
1567,Crystal Allen,Project Manager,istanbul,H.R.,,True,terminated,79831.37,2020-11-13,ru
1568,Wesley Browning,Data Analyst,"London, UK",H.R.,,True,TERMINATED,76828.65,2015-10-12,ru
1569,Joshua Clark,Accountant,NYC,İnsan Kaynakları,,True,active,64832.43,2017-01-18,en
1570,Joshua Mcbride,SW Engineer,ISTANBUL,it,,False,Terminated,97253.67,2023-12-05,en
1571,Ellen Thornton,software engineer,Berlin ,I.T.,,True,ACTIVE,115226.21,2016-07-14,ru
1572,Brandy Forbes,HR Analyst,N/A,Fin.,,True,TERMINATED,46580.48,2024-10-21,ru
1573,Brianna Fitzpatrick,misc,DUBAI,PM,,True,TERMINATED,53032.18,2017-06-21,ru
1574,Emily Grant,CIVIL ENGINEER,Berlin,Fin.,,True,TERMINATED,84481.57,2020-11-10,ru
1575,Bailey Stewart,Software eng.,new york,Project Management,,True,Active ,127596.23,2024-07-09,ru
1576,Monica Cannon,accountant,Istambul,Eng.,,True,TERMINATED,70820.2,2021-05-28,en
1577,Jennifer Jenkins,Data Analyst,Moskva,PMO,,True,active,65782.29,2021-04-21,ru
1578,Timothy Shannon,Software eng.,moscow,ENG,,True,ACTIVE,79813.09,2020-09-16,en
1579,Denise Maxwell,data Analyst,Istanbul,PMO,,True,active,71485.11,2016-07-09,en
1580,Cody Farmer,SW Engineer,dubai,PMO,,True,active,94387.93,2023-07-10,ru
1581,Debra Bradley,Hr Analyst,Dubai,PMO,,True,ACTIVE,49229.0,2023-06-24,ru
1582,David Mcdaniel,CIVIL ENGINEER,London,FIN,,True,Active,82778.77,2023-07-31,tr
1583,Michael Woods,civil Engineer,Moskva ,PMO,,True,terminated,57447.69,2022-08-01,en
1584,Lisa Joseph,ACCOUNTANT,london,it,,True,Active,66855.57,2017-04-15,en
1585,Samuel Henry,,London,Project Management,,True,TERMINATED,62156.75,2022-06-16,en
1586,Corey Johnson,data analyst,Moskva,FIN,,True,ACTIVE,74795.33,2021-09-18,en
1587,Alexis Nelson,hr analyst,Moskva ,Fin.,,True,Terminated,58262.55,2020-09-30,tr
1588,Patrick Mcneil,data analyst,new york,human resources,,True,TERMINATED,69499.98,2019-03-24,tr
1589,Andrea Ho,data analyst,new york,HR,,True,Active ,63840.92,2024-07-13,tr
1590,Dr. Katherine Nguyen,Hr Analyst,Berlin,Finance,,True,active,68422.89,2020-01-02,en
1591,David Sullivan,ACCOUNTANT,Istanbul,IT,,True,Active ,54506.68,2022-04-21,ru
1592,Nicolas James,data analyst,NEW YORK,Finance,,True,terminated,78091.99,2022-04-03,ru
1593,Logan Newton,software engineer,DUBAI,Human Resources,,True,TERMINATED,111750.1,2023-12-21,ru
1594,Kelly Liu,accountant,"London, UK",Engineering,,True,active,53601.41,2019-09-22,en
1595,Kelly Hayes,HR ANALYST,DUBAI,FIN,,True,TERMINATED,61048.13,2020-06-07,en
1596,Amanda Forbes,misc,Moskva,HR,,True,terminated,68087.72,2016-10-01,en
1597,Jennifer Moss,HR ANALYST,LONDON,Engineering,,True,Terminated,68171.12,2020-01-13,en
1598,Kelli Mccoy,project manager,ISTANBUL,Eng.,,True,terminated,81115.29,2022-11-06,tr
1599,Eddie Sanders,Hr Analyst,LONDON,Finance,,True,TERMINATED,47971.41,2017-10-15,tr
1600,Ronald Murray,HR Analyst,NYC,PMO,,True,Active,54528.99,2020-12-06,ru
1601,Louis Brown,PROJECT MANAGER,NEW YORK,human resources,,True,TERMINATED,118389.53,2023-05-24,en
1602,Brenda Gallegos,HR Analyst,new york,Information Technology,,True,TERMINATED,45276.99,2021-05-20,tr
1603,Nathan Wilson,Software Engineer,london,ENG,,True,Active,100934.99,2020-03-15,tr
1604,Teresa Horton,Project Manager,"London, UK",it,,False,ACTIVE,82740.35,2017-10-27,tr
1605,Jason Hayes,ACCOUNTANT,N/A,finance,,True,active,53781.64,2015-07-23,tr
1606,Kevin Marquez,ACCOUNTANT,"Dubai, UAE",project management,,True,ACTIVE,69840.05,2021-04-29,en
1607,Jesse Wright,,ISTANBUL,Human Resources,,True,terminated,66090.41,2022-03-24,ru
1608,Susan Hogan,Data Analyst,"Dubai, UAE",finance,,True,terminated,88936.73,2018-10-11,en
1609,Becky Wilson,software engineer,Moskva ,PMO,,True,TERMINATED,91044.12,2023-09-17,tr
1610,Jack Mills,civil engineer,TBD,project management,,True,TERMINATED,80117.9,2020-11-25,ru
1611,Richard Hunt,DATA ANALYST,BERLIN,project management,,True,ACTIVE,87878.18,2017-07-12,en
1612,Jamie James,software engineer,dubai,PM,,True,active,97231.43,2018-12-03,en
1613,Susan Cunningham,Data Analyst,Istambul,İnsan Kaynakları,,True,Active,84166.41,2021-08-16,en
1614,Brittany Melton,software engineer,Berlin ,engineering,,True,ACTIVE,117673.73,2018-03-19,tr
1615,Michael Barnes,software engineer,Berlin,Fin.,,True,TERMINATED,92038.88,2024-12-03,en
1616,Randy Griffin,civil engineer,"Dubai, UAE",PM,,False,TERMINATED,91756.73,2020-06-02,tr
1617,Autumn Anderson,CIVIL ENGINEER,istanbul,I.T.,,True,Terminated,65231.73,2020-09-15,en
1618,Marcus King,data analyst,NYC,IT,,True,Terminated,80140.96,2022-06-22,en
1619,Scott Stephens,civil engineer,London,PMO,,True,terminated,90690.43,2018-06-30,en
1620,Stephen Young,ACCOUNTANT,BERLIN,human resources,,False,Active,66188.83,2016-10-18,tr
1621,Karen Ortiz,TBD,Dubai,ENG,,True,TERMINATED,68850.26,2015-02-20,en
1622,Kyle Sanchez,civil Engineer,LONDON,ENG,,True,TERMINATED,79012.53,2019-09-07,en
1623,Lisa Grant,Project Manager,Istanbul,Eng.,,True,active,112021.58,2021-04-06,ru
1624,Amber Hernandez,data analyst,Moskva ,Engineering,,True,ACTIVE,57760.13,2019-05-16,ru
1625,Amanda Nash,Accountant,Moscow,FIN,,True,ACTIVE,61980.22,2019-07-10,en
1626,Sara Evans,CIVIL ENGINEER,New York City,engineering,,True,Active ,74041.95,2020-05-21,tr
1627,Amber Butler,Data Analyst,Dubai,it,,True,Active ,65124.64,2023-03-06,en
1628,Michael Carr,Software eng.,BERLIN,unassigned,,True,Active ,86236.6,2015-02-25,en
1629,Linda Cobb,project manager,"Dubai, UAE",İnsan Kaynakları,,True,ACTIVE,97776.2,2019-07-02,en
1630,Jesse Riley,civil Engineer,New York,project management,,True,terminated,55334.55,2015-12-26,tr
1631,Anna Evans,ACCOUNTANT,"Dubai, UAE",Finance,,True,active,67599.25,2023-04-23,en
1632,James Jones,hr analyst,Dubai,ENG,,True,Terminated,50000.77,2022-10-22,tr
1633,Joshua Carter,Data Analyst,new york,İnsan Kaynakları,,False,terminated,80081.27,2018-11-29,ru
1634,Michael Hill,Data Analyst,NYC,FIN,,True,ACTIVE,74489.29,2017-07-11,tr
1635,Kelly Dominguez,data analyst,Moscow,IT,,True,Terminated,73528.74,2018-09-14,ru
1636,Ashley Blair,TBD,london,ENG,,True,TERMINATED,52872.43,2019-09-17,en
1637,Victoria Webb,software engineer,NEW YORK,unassigned,,True,Terminated,75027.12,2018-12-18,en
1638,Taylor Andersen,CIVIL ENGINEER,NEW YORK,Finance,,False,active,64215.98,2024-01-27,en
1639,Lee Stewart,Accountant,New York City,HR,,False,ACTIVE,57669.8,2019-12-17,tr
1640,Whitney Gomez,DATA ANALYST,New York,PM,,True,active,66195.59,2018-07-31,tr
1641,Justin Stone,data Analyst,London,IT,,True,TERMINATED,84666.43,2024-12-04,en
1642,Katherine White,TBD,berlin,ENG,,True,TERMINATED,71100.21,2017-01-30,en
1643,Michelle Krause,various,"Dubai, UAE",Project Management,,True,active,53007.85,2017-09-17,en
1644,Alexander Garrett,HR Analyst,istanbul,Information Technology,,True,Active ,45997.95,2023-07-23,en
1645,Ryan Marsh,project manager,"London, UK",project management,,True,Terminated,101097.47,2018-10-17,tr
1646,Mrs. Felicia Castro DDS,Data Analyst,Istanbul,engineering,,True,active,89705.14,2023-12-15,en
1647,Curtis Campbell,HR ANALYST,BERLIN,finance,,False,TERMINATED,59774.74,2020-06-02,ru
1648,Elizabeth Hunter,DATA ANALYST,New York,FIN,,False,Active ,87409.33,2015-10-12,en
1649,Aaron Jennings,civil Engineer,berlin,Human Resources,,True,terminated,61189.02,2023-09-27,en
1650,Nathaniel Gilbert,TBD,Istambul,PMO,,True,active,112188.48,2018-05-08,tr
1651,Christopher Rivera,HR ANALYST,London,Project Management,,True,Active,45863.83,2018-05-31,en
1652,Michael Hendricks,data Analyst,DUBAI,Human Resources,,False,TERMINATED,86423.24,2020-04-22,ru
1653,Maria Olson,Software Engineer,berlin,PMO,,True,TERMINATED,119720.73,2017-09-30,tr
1654,Stephanie Herrera,data Analyst,london,I.T.,,True,Terminated,64895.36,2021-07-29,en
1655,Richard Gutierrez,DATA ANALYST,Moskva ,Eng.,,True,ACTIVE,79712.3,2018-07-14,ru
1656,Sandy Evans,Hr Analyst,moscow,it,,True,Terminated,48294.7,2016-02-20,en
1657,Emily Herrera,misc,Moskva,IT,,True,TERMINATED,87647.5,2020-01-19,ru
1658,Michael Marsh,ACCOUNTANT,dubai,engineering,,True,Terminated,74801.33,2020-03-03,tr
1659,Heather Montes,ACCOUNTANT,Berlin ,İnsan Kaynakları,,True,Active,65775.79,2021-02-17,ru
1660,Andre Terrell,software engineer,MOSCOW,IT,,True,ACTIVE,89055.06,2021-01-06,ru
1661,Sarah Duncan,data Analyst,London,Fin.,,True,TERMINATED,68538.72,2024-08-08,tr
1662,Kurt Hancock,civil engineer,london,Eng.,,True,Active,70367.64,2018-07-29,tr
1663,Michele Edwards,Software eng.,"London, UK",FIN,,True,Terminated,88300.81,2017-11-09,ru
1664,Jason Crawford,civil Engineer,LONDON,Human Resources,,True,Terminated,87371.8,2015-08-24,ru
1665,Jesse Sampson,Project Manager,MOSCOW,PM,,True,Active,82834.39,2021-11-10,ru
1666,Eric Rodriguez,Hr Analyst,New York,engineering,,True,terminated,50834.53,2015-09-18,ru
1667,Paula Gentry,CIVIL ENGINEER,Moskva,project management,,True,terminated,75507.78,2018-09-25,tr
1668,Alexander Webb,CIVIL ENGINEER,Moskva ,it,,True,Active,78135.46,2021-10-23,ru
1669,Cheryl Mclean,HR ANALYST,Berlin ,Information Technology,,True,terminated,47737.9,2018-05-08,ru
1670,Kelly Rowe,Software eng.,MOSCOW,ENG,,True,TERMINATED,65920.45,2021-06-05,ru
1671,Shane Short,Hr Analyst,Dubai,Finance,,True,Active,51274.37,2023-12-27,en
1672,Megan Anderson,PROJECT MANAGER,moscow,it,,True,TERMINATED,70878.11,2016-01-30,tr
1673,Julia Reeves,PROJECT MANAGER,"Dubai, UAE",PMO,,True,Terminated,88264.98,2019-10-09,tr
1674,April Randolph,Civil Engineer,NEW YORK,engineering,,True,TERMINATED,70857.27,2019-09-18,en
1675,Linda Miller,CIVIL ENGINEER,istanbul,Eng.,,True,TERMINATED,66198.04,2020-10-15,en
1676,Angel Meyer,Software eng.,MOSCOW,Engineering,,True,Active,106745.7,2020-12-09,en
1677,Emily Lane,TBD,london,finance,,True,TERMINATED,105485.74,2017-08-22,en
1678,Steven Flores,civil Engineer,london,,,True,Active,64119.96,2018-07-19,ru
1679,Donald Flores,Project Manager,"Dubai, UAE",İnsan Kaynakları,,True,TERMINATED,82974.5,2018-07-09,en
1680,Bruce Hernandez,Software Engineer,Berlin,IT,,False,TERMINATED,102907.06,2018-05-24,ru
1681,Adrian Dean,accountant,Berlin ,Eng.,,True,TERMINATED,62330.75,2022-09-07,ru
1682,Christine Bell,various,London,engineering,,False,Active,68947.9,2021-02-19,tr
1683,Charles Bush,data analyst,Moskva,Information Technology,,True,active,72095.9,2021-09-07,en
1684,David Jones,Hr Analyst,Moscow,project management,,True,Active,60167.38,2022-06-07,ru
1685,Gina Wallace,Civil Engineer,DUBAI,Information Technology,,True,terminated,68116.15,2023-03-08,en
1686,John Lowe,civil Engineer,ISTANBUL,Fin.,,True,terminated,85637.69,2016-02-15,ru
1687,Anthony Simmons,software engineer,NYC,HR,,True,terminated,99111.84,2020-10-16,ru
1688,Kyle Watkins,Project Manager,DUBAI,Finance,,True,active,85568.17,2022-11-13,en
1689,Melissa Jensen,Hr Analyst,istanbul,Finance,,True,terminated,63751.3,2023-05-05,en
1690,Robert Marquez,accountant,Berlin ,PMO,,True,Active,59076.59,2018-04-10,ru
1691,Kim Beltran,Civil Engineer,"London, UK",I.T.,,True,TERMINATED,93151.15,2016-07-05,tr
1692,Julie Anderson,ACCOUNTANT,New York City,Eng.,,True,active,78347.1,2022-11-20,tr
1693,Tamara Mcdonald,Accountant,Istambul,Engineering,,False,active,74895.99,2018-05-31,tr
1694,Michael Mckinney,project manager,istanbul,engineering,,True,TERMINATED,97499.51,2019-11-08,ru
1695,David Walker,Project Manager,MOSCOW,ENG,,True,TERMINATED,78834.3,2021-02-09,ru
1696,Lisa Durham,data analyst,Dubai,PM,,True,terminated,66783.45,2022-06-14,en
1697,Michael Ortega,HR ANALYST,London,Finance,,True,TERMINATED,62476.26,2017-04-13,tr
1698,Sonya Chavez,Data Analyst,"London, UK",Finance,,True,Active ,77292.27,2024-02-08,en
1699,John Bell,data Analyst,LONDON,İnsan Kaynakları,,True,active,61601.27,2019-03-27,ru
1700,Christopher Tate,HR ANALYST,"London, UK",Human Resources,,True,terminated,65282.69,2016-06-08,en
1701,Bethany Garcia,Civil Engineer,dubai,,,True,Terminated,90644.13,2024-09-09,ru
1702,Rebecca Nguyen,DATA ANALYST,Berlin,finance,,False,Terminated,65281.8,2018-12-06,en
1703,Rebecca Patel,SW Engineer,LONDON,PM,,True,Active ,72152.84,2017-06-12,en
1704,Jason Oliver,PROJECT MANAGER,BERLIN,PM,,True,Active,91933.58,2021-10-25,en
1705,Valerie Reyes,Civil Engineer,Moskva,I.T.,,False,Terminated,83880.26,2023-09-28,ru
1706,Robert Garza,Software Engineer,DUBAI,Information Technology,,True,Active,84544.85,2019-01-19,ru
1707,Jessica Cobb,PROJECT MANAGER,London,Fin.,,True,Active,75722.84,2020-03-26,tr
1708,Cynthia Bates,data analyst,new york,human resources,,True,terminated,64989.52,2020-10-05,en
1709,Timothy Andrews,civil engineer,Moskva ,Finance,,False,terminated,63245.22,2017-07-26,ru
1710,Mr. Joel Peters,civil Engineer,"London, UK",Engineering,,False,Active ,79605.58,2016-06-11,ru
1711,Casey Blanchard,Hr Analyst,London,Project Management,,True,Active,63037.15,2017-03-14,en
1712,Brian Cervantes,hr analyst,London,human resources,,True,Active ,69420.17,2022-07-28,ru
1713,Jamie Snyder,CIVIL ENGINEER,istanbul,Finance,,True,active,74215.98,2021-08-08,tr
1714,Ann Montoya,various,Istanbul,H.R.,,False,Active,120437.24,2021-08-01,en
1715,Stephanie Fields,Software Engineer,istanbul,HR,,True,active,113045.41,2017-04-30,ru
1716,Charles Hernandez,accountant,BERLIN,engineering,,True,Active,60908.52,2017-05-29,en
1717,Jean Lane,SW Engineer,Istanbul ,FIN,,True,terminated,77068.58,2019-12-19,ru
1718,Michael Stewart,Software Engineer,Moskva,Fin.,,True,terminated,112429.36,2020-02-02,tr
1719,Susan Torres,DATA ANALYST,"Dubai, UAE",ENG,,True,Active ,67467.4,2019-04-21,ru
1720,Jessica Haas,Project Manager,NYC,IT,,True,terminated,82314.41,2019-09-02,ru
1721,Brandon Smith,HR Analyst,moscow,PM,,True,TERMINATED,48981.35,2023-07-30,ru
1722,Mrs. Bethany Phillips,Hr Analyst,LONDON,ENG,,True,ACTIVE,48852.4,2019-05-10,ru
1723,Joshua Brown,Project Manager,berlin,Finance,,True,Active,113170.56,2022-01-05,tr
1724,Samantha Howard,DATA ANALYST,ISTANBUL,finance,,True,TERMINATED,81217.9,2016-02-19,ru
1725,Sharon Young,ACCOUNTANT,dubai,Fin.,,True,active,60634.54,2019-06-01,tr
1726,Jennifer Flores,Civil Engineer,dubai,Project Management,,True,Active ,73959.35,2024-04-23,en
1727,James Gardner,software engineer,moscow,Information Technology,,True,Active ,102299.65,2019-06-20,en
1728,Karen Lopez,HR ANALYST,BERLIN,PMO,,True,terminated,69787.38,2018-11-11,ru
1729,Tim Larsen,Software Engineer,istanbul,IT,,True,terminated,118342.86,2022-06-28,en
1730,Zachary Santiago,Accountant,Istambul,PM,,True,Active ,70167.05,2018-09-08,en
1731,Benjamin Smith,software engineer,Berlin,Human Resources,,True,ACTIVE,102129.25,2021-09-30,ru
1732,Katelyn Kim,HR Analyst,Dubai,human resources,,True,Terminated,67941.05,2022-09-09,ru
1733,Angela May MD,ACCOUNTANT,Berlin,Finance,,True,terminated,78650.4,2015-10-30,ru
1734,Richard Munoz,CIVIL ENGINEER,Berlin,H.R.,,False,active,67462.02,2016-09-08,tr
1735,Christopher Hicks,software engineer,Berlin ,Project Management,,True,active,74384.66,2023-05-01,ru
1736,Joanna Kelly,Civil Engineer,NEW YORK,finance,,False,terminated,57455.34,2024-05-22,tr
1737,Larry Lane,civil engineer,Moskva,Information Technology,,False,Terminated,83075.6,2016-07-07,tr
1738,Cynthia Shaw,HR ANALYST,Moskva ,Finance,,True,TERMINATED,49039.3,2018-03-31,en
