employee_id,full_name,role,city,department_id,is_payroll,employee_status,hire_date
921,Russell Murphy,Civil Engineer,Berlin,3,True,terminated,2020-06-11
922,David Kelly,HR Analyst,New York,3,True,active,2021-04-12
923,Megan Green,HR Analyst,Istanbul,5,True,active,2019-04-27
925,Danielle Murray,Civil Engineer,Istanbul,2,True,active,2017-02-26
926,Brenda Smith,Data Analyst,Istanbul,5,True,terminated,2017-08-19
927,Vickie Anderson,Project Manager,Berlin,1,False,active,2016-03-05
928,Jacqueline Mccoy,Software Engineer,Istanbul,5,True,active,2021-04-12
929,Lauren Green,Data Analyst,Berlin,3,False,active,2023-01-01
930,Alison Brown,HR Analyst,London,2,True,terminated,2019-07-26
932,Sandra Rivera,Project Manager,Istanbul,4,True,active,2016-07-21
933,Joel Jackson,HR Analyst,Istanbul,3,False,terminated,2015-12-01
935,Michael Thompson,HR Analyst,Berlin,1,True,active,2016-12-25
936,Cody Ramirez,Software Engineer,Dubai,5,True,active,2020-10-24
937,Amanda Harvey,Accountant,Moscow,2,True,terminated,2018-10-17
938,Edward Jenkins,HR Analyst,New York,2,False,active,2023-06-18
939,Amy Ramirez,Accountant,Moscow,1,True,terminated,2022-01-09
940,Curtis Wilkerson,Software Engineer,London,4,True,terminated,2018-03-22
941,Lydia Pham,HR Analyst,Dubai,5,True,terminated,2015-04-25
942,Virginia Casey,Accountant,New York,2,True,terminated,2017-05-28
943,Joshua Washington,Civil Engineer,London,2,True,terminated,2016-04-21
944,Kathryn Price,Software Engineer,Moscow,3,False,terminated,2019-09-28
945,Francis Robinson,Software Engineer,Berlin,2,True,terminated,2015-02-12
946,Paula Brown,HR Analyst,Dubai,1,False,active,2023-04-20
947,Kendra Wang DVM,Project Manager,Dubai,3,True,terminated,2024-06-29
948,Ariel Sandoval,Software Engineer,Istanbul,5,True,active,2017-09-17
950,Zachary Robinson,Software Engineer,London,1,False,terminated,2024-10-08
951,Rebecca Kelly,Accountant,Moscow,5,False,active,2016-11-26
952,Sarah Thompson,Civil Engineer,New York,1,False,active,2023-07-19
953,Renee Wolfe,Civil Engineer,Moscow,5,True,terminated,2017-10-21
954,Alyssa Haynes,Software Engineer,Dubai,4,True,active,2016-10-18
955,Kristy Hart,HR Analyst,Dubai,4,True,terminated,2018-12-16
956,William Keith,Data Analyst,London,4,True,terminated,2017-10-04
957,Eric Henry Jr.,Data Analyst,Dubai,5,True,terminated,2020-04-10
958,Daniel Fox,Civil Engineer,Berlin,3,True,active,2019-12-20
959,Thomas Harris,Project Manager,Dubai,4,True,active,2023-04-13
960,Mitchell Sellers,Data Analyst,London,5,False,active,2019-01-01
961,Erica Johnson,Civil Engineer,Dubai,2,True,terminated,2023-12-31
962,Sylvia Schroeder,Civil Engineer,Istanbul,2,True,active,2016-08-23
963,Shannon Yu,Software Engineer,Moscow,2,True,terminated,2021-05-31
964,Tom Foster,Project Manager,London,4,True,terminated,2023-11-14
965,Eric Taylor,Project Manager,Istanbul,3,True,terminated,2020-10-03
966,Travis Conner,HR Analyst,Berlin,4,True,active,2022-05-13
968,Melissa Mcfarland,HR Analyst,Berlin,4,True,terminated,2024-01-13
969,Courtney Chapman,HR Analyst,New York,1,True,active,2015-11-05
970,Eric Barker,HR Analyst,Dubai,3,False,terminated,2015-11-29
971,Nicholas Rush,Data Analyst,Moscow,1,True,active,2022-12-10
972,Jenna Gamble,Data Analyst,Berlin,4,True,terminated,2021-06-14
973,Amanda Guzman,HR Analyst,Dubai,1,True,active,2017-06-12
974,Tracy Walker,Data Analyst,New York,2,False,terminated,2024-03-03
975,Taylor Taylor,Project Manager,Moscow,1,True,terminated,2020-01-21
976,Cynthia Haas,Project Manager,Dubai,3,True,terminated,2020-03-19
977,Stephen Davis,Software Engineer,New York,4,True,active,2022-02-02
978,Margaret Tanner,Data Analyst,London,1,True,active,2020-07-30
979,Derek Wright,HR Analyst,Istanbul,5,True,terminated,2015-09-02
980,David Rodriguez,Accountant,Moscow,3,True,active,2022-01-30
981,James Oconnor,Accountant,New York,5,True,active,2020-04-23
982,Stacey Snyder,HR Analyst,Moscow,3,True,terminated,2023-10-28
983,Joshua Garcia,Data Analyst,Berlin,5,True,active,2024-02-14
984,Sean Curtis,Accountant,London,1,True,terminated,2023-03-01
985,Carla Jones,Project Manager,Moscow,4,True,active,2024-04-01
986,Elizabeth Flores,Software Engineer,London,3,True,active,2017-03-09
988,Nicholas Payne,Accountant,Dubai,5,True,terminated,2021-07-30
990,Karen Johnson,Project Manager,New York,1,True,active,2016-02-23
991,Carmen Preston,Project Manager,Istanbul,1,True,active,2023-11-09
992,Brian Harris,HR Analyst,Dubai,5,True,active,2015-04-10
993,Michael Bowen,Civil Engineer,Dubai,4,True,active,2019-06-10
994,Deborah Campbell,Data Analyst,Berlin,4,True,active,2015-11-27
995,Anthony Armstrong,HR Analyst,New York,2,True,active,2017-11-15
996,Brittany Ward,Civil Engineer,Istanbul,3,True,terminated,2016-04-06
997,Edward Stanley,Accountant,London,2,True,terminated,2022-01-08
998,Christina Johnson,Project Manager,Berlin,2,True,active,2019-05-20
999,Edgar Miller,Data Analyst,Istanbul,4,True,active,2015-01-01
1000,Elizabeth Sanders,Civil Engineer,London,5,True,terminated,2022-05-01
1001,Matthew Davis MD,HR Analyst,New York,1,False,terminated,2020-05-05
1002,Stephen Wood,Software Engineer,Moscow,1,True,terminated,2022-08-09
1003,Dennis Marshall,Software Engineer,Moscow,4,True,active,2018-02-27
1004,Derrick Brown,Data Analyst,London,3,True,active,2024-08-11
1005,Mary Miller,Project Manager,Berlin,2,True,active,2021-03-06
1006,Joshua Arellano,HR Analyst,Istanbul,3,True,terminated,2022-07-30
1007,Kristen Randall,Accountant,London,4,True,active,2024-12-23
1008,Jennifer Nichols,Accountant,New York,2,True,active,2024-11-16
1009,Karen Keith,Accountant,Berlin,5,True,terminated,2016-04-23
1010,Blake Orr,Accountant,Dubai,5,True,terminated,2022-03-22
1012,Megan Oliver,Project Manager,Istanbul,1,True,active,2019-01-04
1013,Peter Thompson,Project Manager,London,5,True,terminated,2022-08-13
1014,Dr. Rhonda Martinez,Civil Engineer,Moscow,3,True,terminated,2022-09-06
1015,William Graham,Civil Engineer,Moscow,1,False,terminated,2019-04-05
1017,Suzanne Jones,Accountant,Moscow,4,True,terminated,2021-07-26
1018,James Nguyen,Project Manager,Dubai,2,True,active,2020-05-28
1019,Jimmy Marks,Software Engineer,Istanbul,4,True,terminated,2024-01-25
1021,Jason Hernandez,Software Engineer,London,1,False,active,2017-09-23
1022,Olivia Ayers,Accountant,Moscow,2,True,active,2022-05-12
1024,Joseph Cooper,Project Manager,Berlin,5,True,terminated,2016-02-10
1025,James Washington,Accountant,London,2,True,active,2024-06-01
1026,Amanda Hill,Civil Engineer,New York,3,True,active,2021-10-19
1027,Lee Steele,Data Analyst,Dubai,4,True,active,2022-11-25
1028,Steve Rivera,Software Engineer,Dubai,3,True,terminated,2018-06-16
1029,Patrick Mccall,Software Engineer,Berlin,4,True,active,2018-01-16
1030,Alicia Roth,HR Analyst,Berlin,3,True,terminated,2022-07-06
1031,Douglas Vasquez,HR Analyst,Istanbul,2,True,terminated,2022-02-28
1032,Annette Melton,Data Analyst,Istanbul,3,True,terminated,2017-11-09
1033,William Ramos,Accountant,Moscow,1,True,active,2021-07-18
1034,Debra Butler,Civil Engineer,Berlin,2,False,terminated,2023-07-11
1035,Chelsea Lewis,Accountant,Moscow,3,True,terminated,2021-05-09
1036,Natalie Malone,Project Manager,Moscow,3,True,active,2017-08-26
1037,Samantha Robertson,HR Analyst,Moscow,5,True,terminated,2018-01-09
1038,Eric Hunter,HR Analyst,Moscow,2,True,terminated,2018-06-17
1039,Samuel Suarez,HR Analyst,Berlin,4,True,active,2019-04-07
1040,Corey Whitaker,Software Engineer,Berlin,2,True,terminated,2022-11-21
1041,Danielle Bryant,HR Analyst,Berlin,2,True,terminated,2020-04-07
1042,Michele Hill,Data Analyst,Dubai,1,True,terminated,2016-01-02
1043,Kathy Reid,Project Manager,New York,2,True,terminated,2024-06-26
1044,Andre Watson,Civil Engineer,London,1,True,active,2019-11-21
1045,Cassandra Harrell,HR Analyst,Istanbul,4,True,active,2023-04-24
1046,Hannah Martin,HR Analyst,New York,4,True,active,2020-12-27
1047,Nicole Barker,Accountant,London,2,True,active,2015-08-21
1048,James Martin,HR Analyst,Istanbul,1,True,active,2017-10-13
1049,Traci Vincent,HR Analyst,Dubai,1,True,terminated,2024-12-19
1050,Megan Adams,Project Manager,London,5,True,terminated,2019-02-14
1052,Alexa Buck,HR Analyst,Dubai,3,True,active,2017-04-18
1053,Lindsay Smith,HR Analyst,Istanbul,1,False,terminated,2021-09-16
1056,Gregory King,Software Engineer,Berlin,4,True,active,2017-12-30
1058,Brian Hunt,Civil Engineer,London,2,True,active,2022-07-18
1059,Sarah Brooks,Accountant,Moscow,4,True,terminated,2018-09-16
1060,Lisa Evans,Data Analyst,Dubai,5,True,active,2023-02-14
1061,Arthur Mcneil,Civil Engineer,Moscow,3,True,active,2020-09-02
1062,Shannon Green,Project Manager,London,4,True,active,2015-08-22
1063,Stephanie Evans,Software Engineer,London,2,False,terminated,2021-08-07
1064,Ralph Yoder,HR Analyst,London,2,True,terminated,2023-04-09
1065,Rebekah Greene,Civil Engineer,Istanbul,4,True,active,2024-04-09
1066,Melanie Griffith,HR Analyst,New York,1,False,terminated,2017-02-26
1067,Yolanda Green,Accountant,London,1,False,active,2020-10-09
1068,James Johnson,Software Engineer,London,3,True,active,2019-07-01
1069,Laura Lee,HR Analyst,Istanbul,3,False,active,2016-05-31
1070,Courtney Nichols,Data Analyst,Dubai,3,True,active,2021-08-04
1071,Susan Powers,Project Manager,Dubai,4,True,terminated,2024-02-11
1073,Catherine Davis,Civil Engineer,Moscow,3,True,active,2022-01-30
1074,David Stokes,Project Manager,Dubai,5,True,active,2024-08-14
1076,Brandon Kelly,Software Engineer,Moscow,3,True,terminated,2021-08-17
1077,Elizabeth French,HR Analyst,London,3,False,terminated,2015-01-10
1078,David Carter,Civil Engineer,Moscow,3,True,active,2017-08-19
1080,Terry Jones,Software Engineer,New York,4,False,active,2015-10-08
1081,Kathryn Dillon,Civil Engineer,Istanbul,1,True,active,2020-09-23
1083,Brenda Gonzalez,HR Analyst,Moscow,2,True,terminated,2020-09-29
1084,Keith Knox,Accountant,Istanbul,2,True,active,2018-08-12
1085,Eugene Baldwin,Software Engineer,New York,1,False,active,2015-01-31
1086,Katherine Welch,Accountant,London,2,True,active,2024-02-04
1087,Mark Smith,Accountant,Dubai,2,True,terminated,2017-11-23
1089,Katherine Gallagher,Civil Engineer,Berlin,3,True,terminated,2018-02-06
1090,Lucas Schultz,Accountant,Berlin,5,True,terminated,2022-05-18
1091,Vincent Reyes,Civil Engineer,New York,2,False,active,2021-04-17
1092,Curtis Watson,Data Analyst,Moscow,2,True,active,2020-09-18
1093,Frank Whitaker,Accountant,London,5,True,active,2020-12-01
1094,Michael Sims,Accountant,New York,4,True,terminated,2015-01-06
1095,Michael Cooper,Accountant,London,3,False,active,2022-09-02
1096,James Chapman,Accountant,Istanbul,3,True,active,2023-02-14
1097,Rodney Evans,Software Engineer,Moscow,3,True,terminated,2024-08-15
1098,Nicholas Carlson,Software Engineer,Istanbul,4,True,terminated,2020-11-17
1099,Stephen Cowan,HR Analyst,Istanbul,1,True,terminated,2018-11-25
1100,Steven Howard,Data Analyst,Dubai,4,True,terminated,2022-03-27
1101,Travis Hull,Civil Engineer,London,5,True,terminated,2019-07-12
1103,Nicholas Lawrence,HR Analyst,Berlin,1,True,active,2019-07-05
1104,Jacob Santos,Software Engineer,Berlin,1,False,active,2017-07-21
1105,Shawn Scott,Accountant,Berlin,1,True,active,2022-08-21
1106,Amber Vang,HR Analyst,London,2,True,active,2024-12-23
1107,Martha Smith,Accountant,Istanbul,3,True,active,2022-09-23
1108,Jennifer James,HR Analyst,Berlin,1,False,terminated,2018-11-30
1109,Kara Hernandez,Data Analyst,London,1,True,terminated,2017-05-06
1110,Lorraine Turner,Data Analyst,Istanbul,4,False,active,2023-07-15
1111,Mary Nelson,HR Analyst,Dubai,2,True,terminated,2015-12-14
1112,Breanna Rivas,Civil Engineer,Istanbul,2,True,active,2021-08-20
1113,Nathan Wilson,Software Engineer,New York,2,True,active,2015-03-24
1114,Brian Gonzalez,Civil Engineer,London,4,True,active,2022-04-14
1116,Michael Phillips,Project Manager,New York,5,False,terminated,2024-01-02
1117,Jon Clark,Accountant,Dubai,5,True,active,2018-02-05
1118,Erin Smith,Data Analyst,Moscow,1,True,active,2017-02-18
1119,Susan Conley,Civil Engineer,Moscow,5,True,active,2018-04-11
1120,Brittany Davis,Accountant,Istanbul,5,True,terminated,2020-08-15
1121,Misty Garcia,Civil Engineer,Moscow,4,False,terminated,2022-02-20
1122,David Hinton,Accountant,Moscow,5,True,terminated,2018-08-10
1123,John Garcia,HR Analyst,Dubai,3,True,active,2021-04-05
1125,Emily Rodgers,Data Analyst,Berlin,3,True,terminated,2022-04-07
1126,Peter Williams,Data Analyst,London,2,True,active,2023-03-12
1127,Mary Jackson,HR Analyst,London,2,True,active,2017-10-28
1128,Jeffrey Howell,Data Analyst,London,4,True,active,2023-11-05
1129,Anna Briggs,Project Manager,Dubai,3,True,active,2024-02-20
1130,James Rivers,Project Manager,Berlin,2,True,active,2022-09-20
1131,James Jefferson,HR Analyst,Moscow,1,True,active,2024-11-27
1132,Mariah Robles,Civil Engineer,Moscow,2,True,active,2017-03-24
1133,Michael Brown,HR Analyst,Berlin,2,True,terminated,2015-12-10
1138,Bianca Knapp,Civil Engineer,Istanbul,5,True,terminated,2024-08-12
1139,Jason Williams,Data Analyst,New York,5,False,terminated,2023-11-13
1140,Ernest Bush,Data Analyst,Moscow,1,True,terminated,2019-01-19
1141,Patricia Ray,HR Analyst,London,1,True,active,2018-10-26
1142,Vanessa Santiago,Software Engineer,Moscow,5,True,terminated,2020-11-18
1143,Joseph Haynes,Project Manager,New York,1,True,active,2023-04-06
1145,Michael Cruz,Accountant,Dubai,3,True,active,2021-12-29
1146,Kristin Huerta,Civil Engineer,London,3,True,active,2018-04-20
1147,Mason Moore,HR Analyst,Berlin,5,True,active,2019-10-27
1148,Sarah Booth,Accountant,Berlin,4,True,active,2016-12-13
1149,John Allen,Accountant,Istanbul,5,True,active,2016-07-21
1152,Robert West,Accountant,Dubai,2,True,active,2023-09-02
1153,Jillian Wilson,HR Analyst,Berlin,1,False,active,2015-09-14
1155,April Davis,Data Analyst,Moscow,5,True,active,2019-12-21
1156,Lisa Torres,HR Analyst,London,1,True,terminated,2020-01-14
1157,Christine Powers,Accountant,Dubai,4,True,terminated,2019-04-24
1158,Heidi Brown,Project Manager,Istanbul,5,True,terminated,2016-01-01
1160,Kara Sandoval,HR Analyst,London,2,True,active,2015-11-01
1161,Ashley Malone,Accountant,Berlin,3,False,active,2019-11-02
1162,Glenn Gallegos,HR Analyst,New York,2,True,active,2022-06-26
1163,Dorothy Boyd,HR Analyst,Istanbul,1,True,terminated,2019-09-16
1164,Amber Martin,HR Analyst,Berlin,4,True,active,2015-04-30
1165,Mitchell Griffith,Software Engineer,Istanbul,4,True,terminated,2020-07-26
1166,Levi Lopez,Civil Engineer,London,1,True,active,2015-12-20
1167,Jenna Bryant,Accountant,Dubai,1,True,active,2015-10-25
1169,Timothy Monroe,Data Analyst,New York,5,True,terminated,2021-11-02
1170,Patricia Hayes,Project Manager,Berlin,1,True,terminated,2019-07-04
1171,Tina Taylor,Civil Engineer,London,2,True,terminated,2020-07-20
1172,Mr. Anthony Mcconnell PhD,Accountant,Berlin,4,True,terminated,2017-03-14
1173,Mr. Thomas Thompson,Data Analyst,Dubai,5,True,terminated,2015-05-03
1174,Monica Anderson,Data Analyst,New York,4,True,active,2024-07-23
1175,Kyle Andrade,Software Engineer,New York,2,True,active,2016-06-29
1176,Janice Petty,HR Analyst,Berlin,4,True,terminated,2018-10-15
1177,Pamela Hill,HR Analyst,London,3,True,terminated,2016-02-23
1179,Jason Graves,Civil Engineer,Dubai,3,True,terminated,2024-05-02
1180,Elizabeth Miles,HR Analyst,London,2,True,active,2018-04-17
1181,Michelle Walls,Civil Engineer,Moscow,3,True,active,2016-02-03
1182,Christina Weber,Civil Engineer,London,3,True,active,2019-04-18
1183,Gregory Chambers,Accountant,Berlin,5,False,active,2023-08-08
1184,Miss Tina Gordon,Accountant,London,2,True,terminated,2021-01-16
1185,Erica Wilson,Software Engineer,New York,2,True,terminated,2019-01-29
1186,John Duncan,Project Manager,Dubai,2,True,active,2024-11-23
1187,Jennifer Adkins,Data Analyst,Moscow,3,True,active,2023-12-18
1188,Donna Boone,Project Manager,New York,2,True,terminated,2018-03-08
1189,Kelly Johnson,Software Engineer,New York,5,True,active,2023-11-06
1190,Michael Gonzalez,Data Analyst,Dubai,4,True,active,2015-10-13
1191,Candace Mitchell,Data Analyst,Istanbul,5,False,active,2021-12-31
1192,Ryan Vaughn,Accountant,Moscow,1,True,terminated,2023-08-08
1193,Paul Johnson,HR Analyst,London,4,True,terminated,2019-04-02
1194,Ashley Parrish,Accountant,Berlin,3,True,terminated,2017-01-14
1195,Sharon Newton,Civil Engineer,London,4,True,active,2017-02-01
1196,Cynthia Mueller,Accountant,New York,2,True,active,2021-07-24
1197,Donna Beck,HR Analyst,Dubai,2,True,terminated,2018-08-04
1199,Emily Arnold,Accountant,London,2,True,terminated,2021-09-06
1200,David Oliver,Software Engineer,Berlin,1,False,active,2019-02-01
1201,Sheila Greer,HR Analyst,Dubai,5,True,active,2020-08-24
1202,Michele Holland,Data Analyst,Berlin,3,True,terminated,2023-11-12
1203,Kimberly Morrison,HR Analyst,Istanbul,3,False,active,2023-03-01
1204,Tracey Phillips,Data Analyst,Moscow,2,True,active,2021-11-12
1205,Michael Lopez,Civil Engineer,Moscow,4,True,terminated,2016-04-18
1206,Jose Bennett,Software Engineer,Istanbul,4,True,active,2016-06-14
1207,Justin Anderson,Software Engineer,Moscow,5,True,terminated,2023-05-17
1208,Dawn Rivera,Software Engineer,Istanbul,3,True,terminated,2023-09-17
1209,Brittney Hernandez,Civil Engineer,Moscow,3,True,terminated,2015-02-05
1210,Anthony Randolph,Accountant,Dubai,2,False,terminated,2018-12-04
1211,Mary Henry,Data Analyst,London,1,True,active,2017-02-20
1212,Heather Bowers,Software Engineer,New York,3,True,active,2016-07-30
1213,Daniel White,Accountant,Moscow,1,True,terminated,2023-02-03
1214,Jonathan Perry,Software Engineer,London,5,True,active,2024-09-09
1215,Anna Walker,Civil Engineer,Dubai,2,False,active,2023-08-14
1216,Gary Ward,Accountant,London,4,True,terminated,2017-10-05
1217,Paul Moreno,Software Engineer,London,2,False,active,2017-04-28
1218,Samantha Zavala MD,Civil Engineer,Dubai,5,True,terminated,2020-10-18
1219,Jill Conway,HR Analyst,Dubai,4,True,active,2017-10-06
1220,Lisa Haley,Civil Engineer,London,3,True,terminated,2017-03-16
1222,Janice Fernandez,HR Analyst,Dubai,5,True,terminated,2017-09-12
1223,Thomas Short,Civil Engineer,Dubai,1,True,terminated,2023-12-01
1224,Robert Griffin,Data Analyst,Moscow,5,False,active,2021-03-11
1225,Steven Lee,Project Manager,Dubai,5,True,active,2018-05-04
1226,Tiffany Jackson,Data Analyst,Berlin,4,True,active,2023-05-30
1227,Kimberly Smith,HR Analyst,Moscow,4,True,terminated,2023-07-19
1228,Michael Ayala,Accountant,London,2,True,active,2024-07-05
1230,Michele Cherry,HR Analyst,Moscow,3,True,active,2022-06-02
1231,Maria Case,Project Manager,Moscow,5,True,active,2017-08-12
1232,Brittany Stevens,Accountant,London,4,True,active,2024-06-13
1233,Brandon Brown,Project Manager,Istanbul,5,True,terminated,2024-03-01
1234,Kristin Andrews,Accountant,New York,5,True,active,2022-06-15
1236,Jessica Smith,Project Manager,Dubai,2,True,active,2024-01-10
1237,Kimberly May,Data Analyst,Dubai,2,True,terminated,2021-11-10
1238,Nicole Richards,HR Analyst,Moscow,4,True,terminated,2021-07-03
1239,Angel Reilly,Civil Engineer,Dubai,3,True,terminated,2017-11-24
1240,Richard Turner,Accountant,London,5,False,active,2016-04-07
1241,Preston Kim,HR Analyst,Dubai,3,True,active,2015-06-29
1242,Matthew Wells,Software Engineer,New York,5,True,active,2021-11-29
1243,Brandy Myers,Data Analyst,London,1,True,terminated,2023-05-20
1244,Kimberly Choi,Accountant,Berlin,3,True,active,2020-10-18
1245,Michael Sloan,Software Engineer,Istanbul,5,True,terminated,2021-07-10
1246,Monica Brooks,Accountant,Dubai,3,True,active,2021-11-18
1247,Kristen Peters,Project Manager,Dubai,1,False,terminated,2017-07-19
1248,Aaron Carlson,Project Manager,Berlin,2,True,terminated,2019-04-02
1250,Stephanie Cooper,Software Engineer,New York,5,True,terminated,2018-07-13
1251,Matthew Hunt,Accountant,New York,4,True,terminated,2019-10-08
1252,Daniel Davenport,Software Engineer,Istanbul,3,True,active,2018-11-22
1253,Christopher Marsh,HR Analyst,Moscow,4,True,active,2022-10-13
1254,Sarah Randolph,Project Manager,London,4,False,active,2024-07-20
1255,Julia Dunn MD,Civil Engineer,New York,5,True,active,2016-06-07
1256,Brett Swanson,Software Engineer,Moscow,5,False,terminated,2019-10-07
1257,Mr. Carl Rios,HR Analyst,Istanbul,2,True,active,2020-12-20
1258,Manuel Mccullough,Project Manager,London,2,False,active,2017-11-03
1259,Jerry Jensen,Project Manager,New York,1,True,terminated,2016-04-01
1260,Kevin Cunningham,Accountant,Istanbul,4,True,terminated,2019-06-19
1262,David Walker,Project Manager,Berlin,2,True,active,2024-04-21
1263,Jessica Larsen,HR Analyst,New York,2,True,active,2023-01-08
1264,Nicholas Humphrey,Accountant,London,5,True,terminated,2017-12-08
1265,Ian Torres,Data Analyst,Moscow,2,True,terminated,2022-04-20
1266,Casey Obrien,HR Analyst,Dubai,2,True,terminated,2020-10-08
1268,Deborah Mercado,Project Manager,Berlin,3,True,active,2016-04-06
1269,Bernard Smith,HR Analyst,Dubai,1,True,active,2016-04-24
1270,Amanda Perkins,Civil Engineer,Istanbul,2,True,terminated,2022-07-13
1271,Kevin Escobar,Civil Engineer,Dubai,4,True,terminated,2021-03-15
1273,Reginald Diaz,Civil Engineer,Berlin,1,True,active,2018-09-11
1274,Raymond Quinn,Project Manager,Berlin,4,True,active,2022-04-05
1275,John Dixon,Data Analyst,New York,1,True,terminated,2021-08-19
1277,Renee Mendez,Accountant,Berlin,2,True,active,2020-12-07
1278,Jose Griffin,Project Manager,Dubai,5,True,terminated,2015-04-06
1279,Travis Hopkins,Civil Engineer,Berlin,2,True,terminated,2024-04-26
1280,Nancy Webb,Accountant,London,3,True,terminated,2016-04-27
1281,Daniel Freeman,Data Analyst,London,3,True,terminated,2022-03-26
1283,Terry Ward,HR Analyst,Moscow,3,True,terminated,2016-06-01
1284,Jesse Williams,Software Engineer,Berlin,2,False,active,2015-08-05
1285,Mrs. Michele Boyd,Software Engineer,Istanbul,2,True,active,2022-04-24
1286,Sandy Baker,HR Analyst,Istanbul,3,False,active,2015-01-26
1287,Carrie Valdez,Civil Engineer,Moscow,3,True,terminated,2015-12-19
1289,Jamie Solomon,Project Manager,Dubai,1,True,active,2021-05-13
1290,Heather Parrish,Software Engineer,London,5,True,active,2022-01-01
1291,Mr. Larry Shaw,Project Manager,Berlin,4,True,active,2018-12-11
1292,Christopher Jones,Civil Engineer,Dubai,2,True,terminated,2024-11-18
1293,Christine Lopez,Software Engineer,New York,4,True,terminated,2017-10-26
1294,Mitchell Wilson,HR Analyst,Berlin,5,True,active,2016-07-18
1295,Robert Cortez,Software Engineer,Moscow,3,False,terminated,2019-06-15
1296,Mr. Daniel Martin,Accountant,Istanbul,2,False,terminated,2021-09-23
1297,Alison Williams,Software Engineer,Istanbul,1,False,active,2022-09-13
1298,Candace Soto,Data Analyst,Istanbul,1,True,active,2015-01-03
1299,Kenneth Brown,Project Manager,Dubai,2,False,terminated,2018-08-01
1300,Christopher Mullen,Data Analyst,New York,2,True,terminated,2016-02-14
1303,Jerry Haney,Civil Engineer,London,5,True,terminated,2021-11-30
1305,Rebecca Hoover,Accountant,Dubai,4,True,active,2020-05-15
1307,Grace Chavez,HR Analyst,New York,1,True,active,2018-03-16
1308,Crystal Cruz,Data Analyst,London,2,True,active,2015-05-11
1309,Dale Heath,HR Analyst,Moscow,1,True,terminated,2019-12-24
1310,Jennifer Hernandez,Data Analyst,Istanbul,1,True,terminated,2024-08-12
1311,John Mendez,Project Manager,Istanbul,2,True,terminated,2015-02-04
1313,John Anderson,HR Analyst,New York,2,True,terminated,2018-12-15
1314,Samantha Prince,Data Analyst,Moscow,5,False,terminated,2018-09-23
1315,Marie Boyd,Accountant,Berlin,5,True,terminated,2022-12-13
1316,Andrew Moreno,Civil Engineer,New York,4,True,active,2015-08-07
1317,Robert Clarke,Data Analyst,Moscow,2,False,active,2024-05-28
1318,Kevin Figueroa,Civil Engineer,Istanbul,1,True,terminated,2023-05-21
1319,Melissa Davis,Data Analyst,Moscow,3,False,active,2016-09-03
1320,John Hall,Project Manager,Istanbul,4,True,active,2019-09-08
1321,Diane Mcdowell,HR Analyst,Moscow,3,True,active,2019-06-18
1322,Colin Fletcher,HR Analyst,Moscow,5,True,active,2015-10-31
1323,Laura Wilson,HR Analyst,New York,5,True,active,2019-05-05
1324,Matthew Watts,HR Analyst,Istanbul,5,False,terminated,2019-09-07
1325,Jack Moore,Data Analyst,London,4,True,active,2023-09-25
1326,Dawn Wyatt,Software Engineer,New York,4,True,terminated,2021-10-12
1327,Jacob Hill,HR Analyst,Istanbul,2,True,active,2019-08-11
1328,Nicole Gutierrez,Project Manager,Istanbul,5,True,active,2020-07-12
1329,Karen Wood,HR Analyst,Dubai,5,False,terminated,2018-10-19
1330,Dawn Parker,Project Manager,Istanbul,4,True,active,2024-01-27
1331,Michael Fitzgerald,Data Analyst,Istanbul,1,True,terminated,2022-09-26
1332,Mary Adkins,Software Engineer,Dubai,4,True,terminated,2017-09-09
1333,Michael Martin,Software Engineer,New York,4,True,terminated,2015-04-01
1334,James Morgan,Accountant,Dubai,5,True,active,2019-04-11
1335,Melissa Mann,HR Analyst,New York,2,False,terminated,2019-04-26
1336,Vincent Smith,HR Analyst,New York,3,True,terminated,2021-05-09
1337,Charles Frost,Data Analyst,Istanbul,2,True,active,2015-11-22
1339,Andrew Cruz,Civil Engineer,New York,4,True,active,2018-10-30
1342,Jessica Harris,HR Analyst,Dubai,1,True,terminated,2021-06-07
1343,Regina Mitchell,Software Engineer,Moscow,4,False,active,2019-05-20
1344,Kyle Black,Accountant,Dubai,5,True,terminated,2022-05-24
1345,Christopher Johnson,HR Analyst,Istanbul,2,True,active,2022-10-02
1346,Aaron Moore,HR Analyst,Istanbul,2,True,terminated,2020-02-24
1347,Penny Gomez MD,Civil Engineer,Berlin,4,False,active,2024-06-24
1348,Kelly Mclaughlin,Data Analyst,Istanbul,5,True,terminated,2017-11-23
1349,Brandon Mitchell,Project Manager,London,3,True,active,2016-10-23
1351,Destiny Obrien,Civil Engineer,Istanbul,3,True,active,2023-11-12
1352,Timothy Andrews,Accountant,London,1,True,terminated,2018-07-15
1354,Edward Arroyo,Software Engineer,Istanbul,4,True,terminated,2016-12-14
1357,Kristine Carrillo,Civil Engineer,Moscow,5,True,active,2021-12-15
1358,Tonya Ellis,Accountant,London,4,False,terminated,2023-08-22
1359,Kevin Johnson,Software Engineer,Istanbul,4,True,terminated,2022-09-06
1360,Austin Schultz,Accountant,Dubai,2,True,terminated,2018-10-03
1361,Megan Hall MD,HR Analyst,Istanbul,2,True,active,2021-04-25
1362,Kelli Smith,Data Analyst,London,4,True,active,2019-11-18
1363,Danielle Davis,Accountant,London,5,True,terminated,2017-11-18
